Transaction_ID,Date,Item_ID,Item_Name,Transaction_Type,Quantity,Initial_Quantity,New_Quantity
530,2023-12-16,8,Cadbury,Sale,4,120,116
531,2024-01-09,2,Milk,Sale,7,50,43
532,2023-12-23,6,Potatos,Sale,12,80,68
533,2024-01-01,6,Potatos,Sale,3,80,77
534,2023-12-14,7,Redbull,Sale,13,200,187
535,2023-12-20,3,Bread,Purchase,12,75,87
536,2023-12-20,3,Bread,Sale,18,75,57
537,2023-12-24,7,Redbull,Purchase,12,200,212
538,2024-01-06,4,Eggs,Purchase,3,60,63
539,2023-12-22,8,Cadbury,Sale,9,120,111
540,2023-12-24,4,Eggs,Sale,9,60,51
541,2023-12-31,2,Milk,Purchase,11,50,61
542,2023-12-16,2,Milk,Purchase,14,50,64
543,2023-12-24,8,Cadbury,Sale,3,120,117
544,2023-12-18,5,Bananas,Purchase,12,40,52
545,2023-12-28,5,Bananas,Sale,16,40,24
546,2023-12-23,1,Rice,Sale,14,100,86
547,2023-12-25,4,Eggs,Purchase,2,60,62
548,2024-01-01,4,Eggs,Sale,18,60,42
549,2024-01-05,1,Rice,Purchase,20,100,120
550,2024-01-09,2,Milk,Sale,17,50,33
551,2023-12-14,4,Eggs,Purchase,19,60,79
552,2023-12-23,1,Rice,Sale,12,100,88
553,2023-12-30,1,Rice,Sale,3,100,97
554,2024-01-01,6,Potatos,Purchase,3,80,83
555,2024-01-07,5,Bananas,Sale,10,40,30
556,2023-12-16,7,Redbull,Purchase,2,200,202
557,2023-12-29,2,Milk,Sale,2,50,48
558,2024-01-08,5,Bananas,Purchase,12,40,52
559,2023-12-16,5,Bananas,Purchase,2,40,42
560,2023-12-14,6,Potatos,Sale,16,80,64
561,2024-01-04,7,Redbull,Purchase,3,200,203
562,2023-12-21,6,Potatos,Sale,14,80,66
563,2024-01-05,5,Bananas,Sale,1,40,39
564,2023-12-27,8,Cadbury,Purchase,3,120,123
565,2023-12-16,5,Bananas,Purchase,16,40,56
566,2024-01-09,2,Milk,Sale,11,50,39
567,2023-12-25,2,Milk,Purchase,13,50,63
568,2023-12-28,7,Redbull,Sale,9,200,191
569,2023-12-18,3,Bread,Sale,7,75,68
570,2023-12-17,5,Bananas,Sale,17,40,23
571,2024-01-06,1,Rice,Sale,2,100,98
572,2024-01-03,4,Eggs,Sale,11,60,49
573,2023-12-17,2,Milk,Purchase,17,50,67
574,2023-12-24,6,Potatos,Sale,14,80,66
575,2023-12-30,5,Bananas,Sale,15,40,25
576,2024-01-07,5,Bananas,Purchase,6,40,46
577,2023-12-30,8,Cadbury,Purchase,3,120,123
578,2023-12-20,8,Cadbury,Purchase,14,120,134
579,2023-12-25,2,Milk,Purchase,1,50,51
580,2023-12-20,4,Eggs,Sale,10,60,50
581,2024-01-10,8,Cadbury,Sale,16,120,104
582,2024-01-11,4,Eggs,Purchase,16,60,76
583,2024-01-04,5,Bananas,Purchase,3,40,43
584,2023-12-29,2,Milk,Sale,2,50,48
585,2023-12-18,5,Bananas,Sale,19,40,21
586,2023-12-25,2,Milk,Purchase,5,50,55
587,2023-12-17,8,Cadbury,Purchase,12,120,132
588,2023-12-16,5,Bananas,Purchase,10,40,50
589,2024-01-09,5,Bananas,Purchase,13,40,53
590,2023-12-14,2,Milk,Sale,17,50,33
591,2024-01-07,1,Rice,Purchase,6,100,106
592,2024-01-02,4,Eggs,Sale,17,60,43
593,2023-12-22,3,Bread,Sale,10,75,65
594,2024-01-03,1,Rice,Sale,3,100,97
595,2023-12-28,4,Eggs,Purchase,12,60,72
596,2024-01-12,8,Cadbury,Sale,16,120,104
597,2023-12-27,4,Eggs,Sale,12,60,48
598,2023-12-19,4,Eggs,Purchase,15,60,75
599,2023-12-19,7,Redbull,Sale,3,200,197
600,2023-12-21,5,Bananas,Purchase,8,40,48
601,2023-12-25,5,Bananas,Purchase,7,40,47
602,2024-01-03,6,Potatos,Purchase,13,80,93
603,2024-01-11,2,Milk,Sale,8,50,42
604,2024-01-12,1,Rice,Sale,10,100,90
605,2023-12-20,1,Rice,Purchase,9,100,109
606,2023-12-23,1,Rice,Sale,12,100,88
607,2023-12-29,5,Bananas,Sale,3,40,37
608,2023-12-19,4,Eggs,Purchase,14,60,74
609,2023-12-17,3,Bread,Sale,9,75,66
610,2023-12-23,4,Eggs,Sale,13,60,47
611,2023-12-22,3,Bread,Sale,4,75,71
612,2023-12-21,8,Cadbury,Purchase,1,120,121
613,2023-12-28,7,Redbull,Sale,1,200,199
614,2024-01-11,3,Bread,Purchase,1,75,76
615,2023-12-28,2,Milk,Purchase,19,50,69
616,2024-01-05,2,Milk,Sale,5,50,45
617,2023-12-26,5,Bananas,Sale,7,40,33
618,2024-01-04,3,Bread,Sale,5,75,70
619,2024-01-06,5,Bananas,Sale,4,40,36
620,2024-01-06,5,Bananas,Sale,6,40,34
621,2024-01-12,3,Bread,Purchase,1,75,76
622,2024-01-09,8,Cadbury,Purchase,3,120,123
623,2024-01-04,2,Milk,Sale,8,50,42
624,2023-12-19,1,Rice,Purchase,6,100,106
625,2023-12-14,2,Milk,Sale,8,50,42
626,2023-12-20,7,Redbull,Purchase,19,200,219
627,2023-12-16,8,Cadbury,Purchase,12,120,132
628,2024-01-02,4,Eggs,Sale,16,60,44
629,2023-12-26,3,Bread,Sale,11,75,64
630,2023-12-25,5,Bananas,Purchase,5,40,45
631,2023-12-27,7,Redbull,Sale,14,200,186
632,2024-01-04,3,Bread,Sale,17,75,58
633,2023-12-27,1,Rice,Sale,4,100,96
634,2023-12-26,2,Milk,Purchase,18,50,68
635,2023-12-19,4,Eggs,Purchase,7,60,67
636,2023-12-16,3,Bread,Sale,5,75,70
637,2023-12-18,4,Eggs,Sale,20,60,40
638,2023-12-16,2,Milk,Sale,8,50,42
639,2024-01-01,2,Milk,Sale,14,50,36
640,2023-12-15,2,Milk,Purchase,20,50,70
641,2024-01-09,7,Redbull,Sale,2,200,198
642,2024-01-10,4,Eggs,Purchase,9,60,69
643,2024-01-01,6,Potatos,Sale,18,80,62
644,2024-01-01,4,Eggs,Purchase,3,60,63
645,2023-12-19,7,Redbull,Sale,2,200,198
646,2023-12-28,1,Rice,Sale,4,100,96
647,2024-01-08,4,Eggs,Sale,11,60,49
648,2023-12-31,3,Bread,Purchase,17,75,92
649,2023-12-14,5,Bananas,Purchase,20,40,60
650,2023-12-26,6,Potatos,Purchase,7,80,87
651,2023-12-30,4,Eggs,Sale,9,60,51
652,2023-12-14,4,Eggs,Purchase,4,60,64
653,2024-01-06,8,Cadbury,Sale,2,120,118
654,2024-01-02,7,Redbull,Sale,15,200,185
655,2023-12-17,7,Redbull,Sale,16,200,184
656,2023-12-26,6,Potatos,Purchase,13,80,93
657,2023-12-23,3,Bread,Purchase,15,75,90
658,2023-12-17,8,Cadbury,Purchase,12,120,132
659,2024-01-03,6,Potatos,Purchase,9,80,89
660,2023-12-23,1,Rice,Sale,2,100,98
661,2024-01-11,4,Eggs,Purchase,14,60,74
662,2023-12-17,7,Redbull,Sale,14,200,186
663,2024-01-11,7,Redbull,Sale,16,200,184
664,2024-01-10,1,Rice,Purchase,15,100,115
665,2023-12-30,3,Bread,Sale,11,75,64
666,2023-12-30,1,Rice,Sale,17,100,83
667,2023-12-30,4,Eggs,Purchase,14,60,74
668,2024-01-12,3,Bread,Sale,3,75,72
669,2023-12-31,6,Potatos,Sale,11,80,69
670,2023-12-21,7,Redbull,Purchase,5,200,205
671,2024-01-07,4,Eggs,Purchase,16,60,76
672,2024-01-11,1,Rice,Purchase,10,100,110
673,2023-12-18,7,Redbull,Purchase,6,200,206
674,2024-01-03,2,Milk,Sale,17,50,33
675,2024-01-12,6,Potatos,Sale,2,80,78
676,2023-12-22,8,Cadbury,Purchase,16,120,136
677,2023-12-19,2,Milk,Sale,15,50,35
678,2023-12-27,6,Potatos,Sale,3,80,77
679,2023-12-21,6,Potatos,Sale,11,80,69
680,2023-12-22,3,Bread,Sale,7,75,68
681,2024-01-05,7,Redbull,Sale,11,200,189
682,2024-01-09,5,Bananas,Sale,19,40,21
683,2023-12-28,4,Eggs,Sale,12,60,48
684,2024-01-12,6,Potatos,Sale,12,80,68
685,2023-12-14,7,Redbull,Sale,10,200,190
686,2024-01-11,2,Milk,Purchase,8,50,58
687,2024-01-09,8,Cadbury,Purchase,16,120,136
688,2024-01-05,3,Bread,Sale,7,75,68
689,2023-12-18,6,Potatos,Purchase,14,80,94
690,2023-12-30,1,Rice,Purchase,6,100,106
691,2023-12-18,2,Milk,Purchase,11,50,61
692,2024-01-04,6,Potatos,Purchase,15,80,95
693,2024-01-05,4,Eggs,Purchase,15,60,75
694,2024-01-05,2,Milk,Sale,3,50,47
695,2024-01-10,7,Redbull,Purchase,4,200,204
696,2024-01-05,7,Redbull,Purchase,10,200,210
697,2023-12-29,5,Bananas,Purchase,20,40,60
698,2024-01-02,6,Potatos,Sale,17,80,63
699,2023-12-26,6,Potatos,Sale,11,80,69
700,2023-12-14,7,Redbull,Sale,10,200,190
701,2024-01-11,2,Milk,Purchase,1,50,51
702,2023-12-17,5,Bananas,Purchase,17,40,57
703,2023-12-29,2,Milk,Sale,13,50,37
704,2023-12-20,3,Bread,Sale,20,75,55
705,2024-01-10,2,Milk,Purchase,6,50,56
706,2024-01-04,4,Eggs,Purchase,10,60,70
707,2023-12-30,5,Bananas,Sale,19,40,21
708,2024-01-02,3,Bread,Purchase,17,75,92
709,2023-12-23,7,Redbull,Sale,8,200,192
710,2024-01-06,4,Eggs,Sale,2,60,58
711,2023-12-20,6,Potatos,Purchase,4,80,84
712,2023-12-20,6,Potatos,Sale,18,80,62
713,2023-12-15,3,Bread,Purchase,8,75,83
714,2023-12-19,8,Cadbury,Sale,16,120,104
715,2024-01-07,4,Eggs,Sale,14,60,46
716,2023-12-22,2,Milk,Purchase,4,50,54
717,2024-01-01,4,Eggs,Sale,18,60,42
718,2023-12-24,1,Rice,Purchase,14,100,114
719,2024-01-02,8,Cadbury,Sale,11,120,109
720,2024-01-12,7,Redbull,Sale,9,200,191
721,2023-12-26,2,Milk,Sale,6,50,44
722,2024-01-10,3,Bread,Purchase,18,75,93
723,2023-12-27,8,Cadbury,Sale,19,120,101
724,2024-01-06,1,Rice,Purchase,17,100,117
725,2023-12-22,8,Cadbury,Purchase,13,120,133
726,2023-12-28,8,Cadbury,Sale,16,120,104
727,2024-01-02,1,Rice,Purchase,9,100,109
728,2023-12-19,4,Eggs,Sale,11,60,49
729,2023-12-19,1,Rice,Purchase,17,100,117
730,2024-01-12,8,Cadbury,Purchase,17,120,137
731,2024-01-12,4,Eggs,Purchase,1,60,61
732,2024-01-10,3,Bread,Sale,15,75,60
733,2024-01-12,3,Bread,Purchase,20,75,95
734,2023-12-24,5,Bananas,Sale,4,40,36
735,2023-12-28,8,Cadbury,Purchase,8,120,128
736,2023-12-21,5,Bananas,Purchase,5,40,45
737,2024-01-11,8,Cadbury,Sale,5,120,115
738,2023-12-30,7,Redbull,Purchase,5,200,205
739,2024-01-08,5,Bananas,Sale,13,40,27
740,2023-12-19,4,Eggs,Purchase,3,60,63
741,2024-01-10,1,Rice,Sale,16,100,84
742,2023-12-24,6,Potatos,Purchase,1,80,81
743,2024-01-08,8,Cadbury,Purchase,2,120,122
744,2024-01-11,7,Redbull,Purchase,3,200,203
745,2023-12-23,7,Redbull,Sale,17,200,183
746,2024-01-01,7,Redbull,Sale,8,200,192
747,2023-12-16,3,Bread,Sale,3,75,72
748,2023-12-15,6,Potatos,Purchase,13,80,93
749,2023-12-16,8,Cadbury,Purchase,18,120,138
750,2024-01-04,4,Eggs,Purchase,11,60,71
751,2023-12-27,6,Potatos,Purchase,4,80,84
752,2024-01-07,5,Bananas,Purchase,8,40,48
753,2023-12-19,2,Milk,Sale,17,50,33
754,2023-12-29,1,Rice,Sale,11,100,89
755,2024-01-10,1,Rice,Purchase,2,100,102
756,2024-01-10,4,Eggs,Sale,12,60,48
757,2023-12-22,2,Milk,Sale,7,50,43
758,2023-12-22,8,Cadbury,Sale,3,120,117
759,2023-12-30,3,Bread,Purchase,1,75,76
760,2024-01-09,1,Rice,Sale,1,100,99
761,2024-01-07,8,Cadbury,Sale,11,120,109
762,2023-12-20,6,Potatos,Purchase,17,80,97
763,2023-12-24,3,Bread,Sale,4,75,71
764,2023-12-15,8,Cadbury,Sale,14,120,106
765,2024-01-09,4,Eggs,Purchase,9,60,69
766,2024-01-04,6,Potatos,Purchase,13,80,93
767,2023-12-30,4,Eggs,Purchase,6,60,66
768,2023-12-19,4,Eggs,Purchase,6,60,66
769,2023-12-31,1,Rice,Purchase,13,100,113
770,2024-01-02,3,Bread,Purchase,19,75,94
771,2023-12-22,3,Bread,Purchase,11,75,86
772,2024-01-12,6,Potatos,Sale,15,80,65
773,2023-12-19,8,Cadbury,Sale,7,120,113
774,2023-12-23,2,Milk,Purchase,5,50,55
775,2024-01-11,1,Rice,Sale,9,100,91
776,2023-12-29,4,Eggs,Purchase,10,60,70
777,2023-12-23,5,Bananas,Sale,4,40,36
778,2023-12-30,5,Bananas,Purchase,7,40,47
779,2024-01-09,2,Milk,Purchase,14,50,64
780,2024-01-11,4,Eggs,Sale,1,60,59
781,2023-12-31,6,Potatos,Purchase,6,80,86
782,2023-12-14,1,Rice,Sale,7,100,93
783,2024-01-09,1,Rice,Sale,17,100,83
784,2023-12-26,3,Bread,Purchase,20,75,95
785,2023-12-31,5,Bananas,Purchase,5,40,45
786,2024-01-10,2,Milk,Sale,11,50,39
787,2023-12-31,8,Cadbury,Sale,4,120,116
788,2023-12-26,3,Bread,Sale,20,75,55
789,2023-12-15,6,Potatos,Sale,2,80,78
790,2023-12-30,5,Bananas,Sale,10,40,30
791,2023-12-26,1,Rice,Purchase,12,100,112
792,2023-12-19,6,Potatos,Purchase,6,80,86
793,2023-12-20,8,Cadbury,Purchase,18,120,138
794,2024-01-02,1,Rice,Purchase,11,100,111
795,2024-01-04,1,Rice,Sale,15,100,85
796,2023-12-22,1,Rice,Sale,14,100,86
797,2023-12-27,1,Rice,Sale,2,100,98
798,2023-12-30,8,Cadbury,Purchase,12,120,132
799,2023-12-27,8,Cadbury,Purchase,12,120,132
800,2023-12-18,5,Bananas,Sale,15,40,25
